Date,KPI EAU,TCM,E_Appro Facturation,EI_Facturation,EP_Facturation,E. Appro Looker,EI_Looker,EP_Looker,ED_Total,EOR_Total,EP Cantines,EP Sanitaires,EP IFMIA,BD NORD,BD SUD,ZC,U3,Bât X,AEB+AKP,EP Arrosage,Rejet sanitaires,Rejet STEP,EI_TTS CATA_PA,EI_Application PA,EI_Peinture,ED_TTS CATA_PA,ED_Application PA,ED_Peinture,EI_TARs,EI_STEP,EI_AEB,EI_TC,EI _TOUR UE,EI_BD1&2,EI _ST,EI_Bouclier,EI_Incendie,EI Autres Process,ED_PB,ED_AEB,ED_TC,ED_BD,ED_UE,EOR TAR UE,EOR TAR BD,EOR TAR ST,is_arret,is_weekend,is_lundi,jour_semaine,mois,trimestre,nom_jour,semaine_annee,KPI_m3_veh,ratio_EOR_ED,taux_EP,taux_EI,anomalie_kpi,anomalie_recyclage,KPI_MA7,KPI_MA30,conso_MA7,zscore_KPI,zscore_conso,anomalie_zscore,anomalie_IF,score_IF,anomalie_finale,anomalie_forte
2026-03-10,1.00531914893617,1316.0,1323.0,996.0,321.0,1312.0,992.0,320.0,823.0,85.0,98.0,222.0,1.0,15.0,14.0,12.0,19.0,9.0,29.0,0.0,330.0,0.0,296.0,61.0,357.0,576.0,109.0,685.0,52.0,173.0,61.0,9.0,34.0,2.0,16.0,8.0,14.0,322.0,24.0,83.0,5.0,26.0,0.0,79.0,6.0,0.0,0,0,0,1,3,1,Tuesday,11,0.9969604863221884,0.103280680437424,0.2439024390243902,0.7560975609756098,0,0,1.2276987858372022,1.0937703978891515,1191.7142857142858,0.32938729303233516,0.6175529077106561,0,0,-0.47547247864578857,0,0
2026-03-11,1.0345604808414726,1331.0,1377.0,1033.0,322.0,1324.0,1006.0,318.0,646.0,109.0,75.0,234.0,3.0,7.0,9.0,13.0,21.0,9.0,16.0,0.0,331.0,0.0,299.0,59.0,358.0,458.0,42.0,500.0,67.0,141.0,67.0,13.0,35.0,3.0,29.0,5.0,10.0,372.0,29.0,78.0,6.0,33.0,0.0,84.0,9.0,15.0,0,0,0,2,3,1,Wednesday,11,0.994740796393689,0.1687306501547987,0.2401812688821752,0.7598187311178247,0,0,1.2193191770002394,1.106406968897876,1194.857142857143,0.3333442322422916,0.6593577355727352,0,0,-0.38319044215274534,0,0
2026-03-12,1.0437735849056604,1325.0,1383.0,976.0,322.0,1304.0,982.0,322.0,651.0,128.0,64.0,247.0,3.0,7.0,3.0,13.0,20.0,11.0,10.0,0.0,331.0,0.0,293.0,73.0,366.0,446.0,50.0,496.0,66.0,132.0,81.0,11.0,42.0,4.0,20.0,5.0,9.0,306.0,29.0,88.0,6.0,32.0,0.0,100.0,11.0,17.0,0,0,0,3,3,1,Thursday,11,0.9841509433962264,0.1966205837173579,0.2469325153374233,0.7530674846625767,0,0,1.2186224241759651,1.1146731777536096,1200.857142857143,0.35222227643004983,0.58968302246927,0,0,-0.38138874933086875,0,0
2026-03-13,1.0172802404207364,1331.0,1354.0,1078.0,307.0,1386.0,1069.0,317.0,575.0,121.0,82.0,215.0,1.0,6.0,15.0,12.0,19.0,9.0,21.0,0.0,316.0,0.0,303.0,69.0,372.0,424.0,18.0,442.0,68.0,122.0,59.0,12.0,36.0,5.0,27.0,0.0,14.0,431.0,27.0,72.0,6.0,28.0,0.0,88.0,14.0,19.0,0,0,0,4,3,1,Friday,11,1.0413223140495869,0.2104347826086956,0.2287157287157287,0.7712842712842712,0,0,1.225917488399929,1.1133750495799295,1239.142857142857,0.25030550178478733,0.8753493461934776,0,0,-0.4298892678225958,0,0
2026-03-14,1.4355016538037486,907.0,1302.0,930.0,294.0,1208.0,927.0,281.0,561.0,110.0,69.0,210.0,0.0,6.0,8.0,13.0,23.0,5.0,14.0,0.0,300.0,0.0,318.0,64.0,382.0,422.0,16.0,438.0,56.0,127.0,67.0,8.0,36.0,4.0,16.0,11.0,9.0,270.0,20.0,75.0,5.0,23.0,0.0,86.0,12.0,12.0,0,1,0,5,3,1,Saturday,11,1.331863285556781,0.196078431372549,0.2326158940397351,0.7673841059602649,0,0,1.2152380455733562,1.1424714462389407,1241.7142857142858,0.2676285337283852,0.2552443995726366,0,0,-0.45132345643063504,0,0
2026-03-15,2.0859538784067087,477.0,995.0,816.0,126.0,927.0,806.0,121.0,401.0,60.0,29.0,82.0,0.0,2.0,4.0,10.0,4.0,3.0,6.0,0.0,128.0,0.0,319.0,45.0,364.0,281.0,37.0,318.0,32.0,101.0,60.0,13.0,23.0,0.0,9.0,10.0,16.0,220.0,3.0,71.0,0.0,5.0,4.0,56.0,1.0,3.0,0,1,0,6,3,1,Sunday,11,1.9433962264150944,0.1496259351620947,0.1305285868392664,0.8694714131607335,1,0,1.168448205042347,1.1700895421070838,1226.857142857143,1.3577801989648386,0.7236853195310505,0,0,-0.4952093204889317,0,0
2026-03-16,0.8342328450269854,1297.0,1082.0,848.0,303.0,1094.0,781.0,313.0,588.0,100.0,86.0,202.0,3.0,8.0,12.0,15.0,21.0,10.0,20.0,0.0,312.0,0.0,293.0,85.0,378.0,451.0,-8.0,443.0,62.0,88.0,58.0,8.0,35.0,4.0,23.0,0.0,10.0,244.0,30.0,74.0,6.0,35.0,0.0,83.0,10.0,6.0,0,0,1,0,3,1,Monday,12,0.843484965304549,0.1700680272108843,0.2861060329067642,0.7138939670932358,0,0,1.162274145348302,1.1592027228803328,1222.142857142857,0.6029810500188071,0.14190146511711543,0,0,-0.3973469675087385,0,0
2026-03-17,1.0458715596330277,1308.0,1368.0,938.0,334.0,1298.0,975.0,323.0,693.0,136.0,72.0,248.0,1.0,7.0,8.0,14.0,20.0,8.0,15.0,0.0,344.0,0.0,312.0,74.0,386.0,475.0,73.0,548.0,68.0,106.0,67.0,14.0,37.0,4.0,27.0,4.0,9.0,284.0,30.0,75.0,6.0,34.0,0.0,89.0,11.0,36.0,0,0,0,1,3,1,Tuesday,12,0.992354740061162,0.1962481962481962,0.24884437596302,0.75115562403698,0,0,1.161616181596727,1.1310055877920144,1220.142857142857,0.33759774519386115,0.5687806085382304,0,0,-0.4037239221982136,0,0
2026-03-18,1.5380645161290325,775.0,1192.0,809.0,265.0,1155.0,870.0,285.0,629.0,125.0,67.0,181.0,6.0,6.0,9.0,12.0,18.0,7.0,15.0,0.0,270.0,0.0,316.0,55.0,371.0,435.0,50.0,485.0,70.0,126.0,81.0,13.0,38.0,5.0,27.0,6.0,14.0,128.0,32.0,74.0,6.0,32.0,0.0,91.0,16.0,18.0,0,0,0,2,3,1,Wednesday,12,1.4903225806451612,0.1987281399046105,0.2467532467532467,0.7532467532467533,1,0,1.2324135793469373,1.155367549733604,1196.0,0.5501066356771332,0.07060640984845366,0,0,-0.467840423399015,0,0
2026-03-25,1.302880658436214,1215.0,1583.0,1270.0,276.0,1506.0,1233.0,273.0,657.0,132.0,84.0,174.0,2.0,9.0,10.0,18.0,17.0,11.0,19.0,0.0,284.0,0.0,236.0,111.0,347.0,471.0,37.0,508.0,60.0,173.0,73.0,11.0,33.0,4.0,23.0,7.0,42.0,557.0,26.0,85.0,4.0,34.0,0.0,78.0,10.0,44.0,0,0,0,2,3,1,Wednesday,13,1.2395061728395065,0.2009132420091324,0.1812749003984063,0.8187250996015937,0,0,,1.1894298045448537,539.2857142857143,0.10298775397929408,1.2933976248142693,0,0,-0.42427836679563435,0,0
2026-03-26,1.1868647380766224,1279.0,1518.0,1140.0,327.0,1471.0,1143.0,328.0,703.0,133.0,81.0,230.0,2.0,6.0,9.0,16.0,23.0,12.0,15.0,0.0,336.0,15.0,303.0,35.0,338.0,463.0,78.0,541.0,73.0,133.0,82.0,4.0,39.0,5.0,29.0,3.0,13.0,494.0,33.0,87.0,6.0,36.0,0.0,96.0,14.0,23.0,0,0,0,3,3,1,Thursday,13,1.150117279124316,0.1891891891891892,0.2229775662814412,0.7770224337185588,0,0,,1.2038438759015553,701.0,0.05636171818566816,1.171466876883205,0,0,-0.4249539978714655,0,0
2026-03-27,1.0313757039420757,1243.0,1282.0,917.0,259.0,1259.0,919.0,340.0,648.0,136.0,75.0,170.0,2.0,9.0,4.0,16.0,22.0,11.0,13.0,0.0,266.0,0.0,291.0,29.0,320.0,463.0,22.0,485.0,73.0,140.0,87.0,17.0,43.0,5.0,25.0,0.0,8.0,272.0,37.0,86.0,5.0,35.0,0.0,104.0,13.0,18.0,0,0,0,4,3,1,Friday,13,1.012872083668544,0.2098765432098765,0.2700555996822875,0.7299444003177125,0,0,1.134165178544122,1.207363276616382,868.2857142857143,0.3010224198018667,0.4329149179864731,0,0,-0.406699323579395,0,0
2026-03-28,1.5293466223698782,903.0,1381.0,903.0,377.0,1351.0,1053.0,298.0,680.0,144.0,90.0,276.0,0.0,10.0,14.0,14.0,21.0,7.0,24.0,0.0,384.0,0.0,295.0,48.0,343.0,468.0,40.0,508.0,79.0,139.0,65.0,14.0,45.0,6.0,28.0,8.0,9.0,246.0,38.0,88.0,6.0,40.0,0.0,107.0,14.0,22.0,0,1,0,5,3,1,Saturday,13,1.496124031007752,0.2117647058823529,0.2205773501110288,0.7794226498889711,1,0,1.2246548916600295,1.2323835016882263,1048.857142857143,0.5604486145813085,0.7534185982624134,0,0,-0.49138264029363776,0,0
2026-03-29,2.976890756302521,476.0,1417.0,1468.0,111.0,1435.0,1325.0,110.0,462.0,68.0,23.0,72.0,0.0,0.0,2.0,10.0,5.0,4.0,2.0,0.0,113.0,63.0,352.0,24.0,376.0,290.0,51.0,341.0,37.0,162.0,60.0,6.0,25.0,0.0,12.0,9.0,19.0,799.0,10.0,102.0,0.0,9.0,0.0,59.0,1.0,8.0,0,1,0,6,3,1,Sunday,13,3.014705882352941,0.1471861471861472,0.0766550522648083,0.9233449477351916,1,0,1.582665089798612,1.321796358925318,1232.571428571429,3.267554681048094,1.0460523932969674,1,1,-0.5585434186363584,1,1
2026-03-30,1.0909090909090908,1364.0,1488.0,1096.0,331.0,1468.0,1134.0,334.0,708.0,115.0,94.0,230.0,0.0,13.0,9.0,16.0,22.0,12.0,22.0,0.0,341.0,0.0,337.0,84.0,421.0,507.0,37.0,544.0,69.0,163.0,61.0,8.0,36.0,4.0,29.0,3.0,0.0,371.0,38.0,75.0,7.0,44.0,0.0,85.0,11.0,18.0,0,0,1,0,3,1,Monday,14,1.0762463343108504,0.1624293785310734,0.2275204359673024,0.7724795640326976,0,0,1.4982619638839847,1.3101727747210885,1355.857142857143,0.18804805610879213,1.1610156699176852,0,0,-0.416992859419156,0,0
2026-03-31,1.0244956772334295,1388.0,1422.0,1100.0,364.0,1397.0,1038.0,359.0,644.0,122.0,87.0,256.0,11.0,8.0,10.0,15.0,24.0,12.0,18.0,0.0,375.0,54.0,330.0,54.0,384.0,444.0,44.0,488.0,71.0,150.0,84.0,10.0,37.0,5.0,29.0,8.0,640.0,-247.0,35.0,74.0,7.0,40.0,0.0,90.0,14.0,18.0,0,0,0,1,3,1,Tuesday,14,1.0064841498559078,0.1894409937888198,0.2569792412312097,0.7430207587687903,0,0,1.4280079904514025,1.2600657924593377,1412.428571428571,0.3124098957953784,0.9136704384003835,0,0,-0.3929095146594382,0,0
2026-04-01,1.17088122605364,1305.0,1528.0,1193.0,563.0,1558.0,1195.0,363.0,625.0,106.0,85.0,470.0,1.0,8.0,9.0,15.0,21.0,15.0,17.0,0.0,580.0,64.0,296.0,52.0,348.0,440.0,27.0,467.0,105.0,166.0,85.0,14.0,71.0,4.0,30.0,4.0,18.0,453.0,37.0,80.0,6.0,35.0,0.0,73.0,12.0,20.0,0,0,0,2,4,2,Wednesday,14,1.1938697318007665,0.1696,0.2329910141206675,0.7670089858793325,0,0,1.4214884988744394,1.2692672934566542,1419.857142857143,0.021633768167801416,1.474551878883279,0,0,-0.4264132208527321,0,0
2026-04-02,1.1345987920621226,1159.0,1315.0,956.0,354.0,1329.0,972.0,357.0,629.0,125.0,83.0,252.0,5.0,7.0,10.0,16.0,22.0,11.0,17.0,0.0,364.0,60.0,284.0,70.0,354.0,427.0,-11.0,416.0,106.0,173.0,76.0,17.0,71.0,5.0,30.0,6.0,19.0,205.0,34.0,138.0,7.0,34.0,0.0,75.0,12.0,38.0,0,0,0,3,4,2,Thursday,14,1.1466781708369285,0.1987281399046105,0.2686230248306998,0.7313769751693002,0,0,1.4209971976905271,1.273005466186674,1399.571428571429,0.062492458454805326,0.6767764138486015,0,0,-0.397089490208686,0,0
2026-04-03,1.512931034482759,928.0,1404.0,1069.0,347.0,1407.0,1061.0,346.0,703.0,95.0,90.0,241.0,2.0,9.0,11.0,17.0,22.0,11.0,20.0,0.0,357.0,0.0,291.0,68.0,359.0,459.0,66.0,525.0,93.0,261.0,80.0,4.0,59.0,5.0,29.0,0.0,20.0,252.0,36.0,86.0,6.0,50.0,0.0,82.0,16.0,-3.0,0,0,0,4,4,2,Friday,14,1.5161637931034482,0.1351351351351351,0.2459132906894101,0.7540867093105899,1,0,1.492896013324085,1.2922873718054666,1420.7142857142858,0.5961725773639236,0.9485077949521161,0,0,-0.44810972081291023,0,0
2026-04-04,3.2443324937027707,397.0,1288.0,957.0,242.0,1191.0,952.0,239.0,451.0,79.0,59.0,166.0,1.0,5.0,9.0,13.0,13.0,5.0,14.0,0.0,246.0,0.0,176.0,25.0,201.0,317.0,7.0,324.0,77.0,286.0,61.0,15.0,54.0,3.0,20.0,9.0,105.0,203.0,22.0,78.0,3.0,22.0,2.0,55.0,10.0,14.0,0,1,0,5,4,2,Saturday,14,3.0,0.1751662971175166,0.2006717044500419,0.799328295549958,1,0,1.7077354374658344,1.376077862923544,1397.857142857143,3.241339180517037,0.19602089343469115,1,0,-0.5422638951978241,1,0
2026-04-05,4.098484848484849,264.0,1082.0,983.0,91.0,1056.0,967.0,89.0,452.0,49.0,12.0,64.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,0.0,93.0,0.0,475.0,51.0,526.0,335.0,33.0,368.0,47.0,147.0,116.0,0.0,37.0,5.0,5.0,4.0,10.0,133.0,8.0,64.0,1.0,9.0,2.0,39.0,3.0,6.0,0,1,0,6,4,2,Sunday,14,4.0,0.1084070796460177,0.084280303030303,0.915719696969697,1,0,1.8484917399868428,1.5014838269034672,1343.7142857142858,5.023993216628939,0.27428342001369943,1,1,-0.6390396580484049,1,1
2026-04-06,1.034281546316557,1371.0,1418.0,1098.0,311.0,1463.0,1143.0,320.0,638.0,69.0,81.0,215.0,2.0,8.0,10.0,16.0,18.0,11.0,18.0,0.0,320.0,0.0,278.0,70.0,348.0,477.0,38.0,515.0,62.0,248.0,79.0,5.0,28.0,5.0,29.0,0.0,27.0,329.0,28.0,62.0,5.0,28.0,0.0,36.0,15.0,18.0,0,0,1,0,4,2,Monday,15,1.0671043034281549,0.1081504702194357,0.2187286397812713,0.7812713602187287,0,0,1.8471857355750296,1.487337365157024,1343.0,0.2043451343600889,1.143596991641819,0,0,-0.4128954780406671,0,0
2026-04-07,1.0817655571635312,1382.0,1495.0,1092.0,353.0,1451.0,1097.0,354.0,568.0,46.0,84.0,259.0,1.0,8.0,9.0,15.0,22.0,13.0,17.0,0.0,363.0,0.0,379.0,65.0,444.0,436.0,20.0,456.0,35.0,203.0,64.0,13.0,0.0,5.0,30.0,6.0,43.0,284.0,25.0,61.0,7.0,19.0,0.0,11.0,16.0,19.0,0,0,0,1,4,2,Tuesday,15,1.0499276410998553,0.0809859154929577,0.2439696760854583,0.7560303239145417,0,1,1.8533919486098789,1.4364624706140114,1350.7142857142858,0.23496518078656348,1.1017921637797397,0,0,-0.44863598249750847,0,0
2026-04-08,1.179245283018868,1378.0,1625.0,1227.0,372.0,1556.0,1192.0,364.0,563.0,56.0,87.0,273.0,2.0,9.0,9.0,16.0,22.0,13.0,18.0,0.0,390.0,0.0,318.0,58.0,376.0,402.0,37.0,439.0,53.0,232.0,57.0,14.0,27.0,3.0,23.0,9.0,234.0,252.0,25.0,68.0,6.0,25.0,0.0,32.0,10.0,14.0,0,0,0,2,4,2,Wednesday,15,1.1291727140783745,0.0994671403197158,0.2339331619537275,0.7660668380462725,0,1,1.84414951750668,1.4465653594021577,1350.428571428571,0.09369863159942393,1.4675844075729325,0,0,-0.46425419838763665,0,0
2026-04-09,0.992154065620542,1402.0,1391.0,1023.0,355.0,1410.0,1048.0,362.0,563.0,60.0,86.0,262.0,3.0,9.0,9.0,14.0,21.0,15.0,18.0,0.0,373.0,0.0,317.0,68.0,385.0,408.0,29.0,437.0,144.0,229.0,61.0,8.0,114.0,5.0,25.0,0.0,40.0,156.0,25.0,77.0,6.0,18.0,0.0,30.0,13.0,17.0,0,0,0,3,4,2,Thursday,15,1.005706134094151,0.1065719360568383,0.2567375886524822,0.7432624113475177,0,0,1.8240106551148547,1.4469297613926562,1362.0,0.3137968287332327,0.958959001917636,0,0,-0.43483220861621086,0,0
2026-04-10,1.1003663003663005,1365.0,1502.0,1080.0,390.0,1471.0,1083.0,388.0,540.0,39.0,81.0,288.0,3.0,2.0,10.0,18.0,23.0,16.0,12.0,0.0,409.0,0.0,304.0,86.0,390.0,389.0,40.0,429.0,155.0,226.0,58.0,11.0,133.0,4.0,18.0,0.0,253.0,-13.0,6.0,78.0,6.0,21.0,0.0,13.0,12.0,14.0,0,0,0,4,4,2,Friday,15,1.0776556776556776,0.0722222222222222,0.2637661454792658,0.7362338545207342,0,1,1.761366638622316,1.4503845481119058,1371.142857142857,0.18553568450686841,1.171466876883205,0,0,-0.46824074305605545,0,0
2026-04-13,0.8813438170121516,1399.0,1233.0,913.0,326.0,1317.0,970.0,347.0,619.0,54.0,89.0,204.0,2.0,8.0,9.0,25.0,19.0,11.0,17.0,0.0,332.0,0.0,383.0,81.0,464.0,430.0,91.0,521.0,119.0,152.0,82.0,0.0,99.0,2.0,18.0,7.0,311.0,-222.0,5.0,65.0,5.0,23.0,0.0,27.0,7.0,19.0,0,0,1,0,4,2,Monday,16,0.9413867047891352,0.0872374798061389,0.2634776006074411,0.7365223993925588,0,1,1.0407697743434388,1.472421787112376,1277.571428571429,0.4284561189842334,0.6349715859865224,0,0,-0.4402323347285242,0,0
2026-04-14,1.1214953271028036,1391.0,1560.0,1144.0,400.0,1501.0,1117.0,384.0,641.0,42.0,86.0,305.0,1.0,8.0,9.0,15.0,23.0,14.0,17.0,0.0,420.0,0.0,358.0,69.0,427.0,462.0,26.0,488.0,122.0,227.0,80.0,15.0,93.0,5.0,23.0,4.0,244.0,25.0,27.0,88.0,7.0,31.0,0.0,18.0,14.0,8.0,0,0,0,1,4,2,Tuesday,16,1.0790797987059668,0.0655226209048362,0.2558294470353098,0.7441705529646903,0,1,1.046600205864661,1.4331346767619613,1284.7142857142858,0.18299696936865842,1.2759789465384028,0,0,-0.4675009343162761,0,0
2026-04-15,1.1567607726597329,1346.0,1557.0,1144.0,382.0,1621.0,1214.0,407.0,647.0,89.0,95.0,277.0,2.0,10.0,11.0,16.0,23.0,14.0,21.0,0.0,401.0,0.0,350.0,85.0,435.0,474.0,15.0,489.0,35.0,293.0,82.0,12.0,0.0,5.0,30.0,3.0,213.0,70.0,31.0,85.0,7.0,35.0,0.0,52.0,17.0,19.0,0,0,0,2,4,2,Wednesday,16,1.2043090638930165,0.1375579598145286,0.2510795805058606,0.7489204194941395,0,0,1.0616274758275894,1.449535772152346,1294.0,0.0402434856563634,1.6940272251591946,0,0,-0.4286860419840123,0,0
2026-04-16,1.289876183539694,1373.0,1771.0,1323.0,412.0,1719.0,1315.0,404.0,664.0,130.0,90.0,307.0,4.0,9.0,9.0,17.0,23.0,14.0,18.0,0.0,432.0,0.0,335.0,57.0,392.0,471.0,21.0,492.0,47.0,307.0,75.0,12.0,0.0,9.0,38.0,2.0,2.0,486.0,45.0,86.0,7.0,34.0,0.0,79.0,28.0,23.0,0,0,0,3,4,2,Thursday,16,1.2520029133284778,0.1957831325301204,0.2350203606748109,0.7649796393251891,0,0,1.110886831674455,1.461337961846315,1338.142857142857,0.1252651188502018,2.0354333193661747,0,0,-0.4891643960462206,0,0
2026-04-17,1.3371522094926351,1222.0,1634.0,1221.0,380.0,1592.0,1212.0,380.0,657.0,119.0,94.0,269.0,2.0,9.0,12.0,18.0,22.0,12.0,21.0,0.0,399.0,0.0,300.0,68.0,368.0,410.0,68.0,478.0,80.8,334.0,76.0,13.0,33.0,10.0,37.8,5.0,0.0,344.20000000000005,46.0,87.0,7.0,39.0,0.0,61.60000000000582,27.0,30.39999999999418,0,0,0,4,4,2,Friday,16,1.3027823240589198,0.1811263318112633,0.2386934673366834,0.7613065326633166,0,0,1.155912160955103,1.4528134047287586,1355.428571428571,0.2157872403402083,1.59299889115917,0,0,-0.4378261953117464,0,0
2026-04-20,0.9156118143459916,1422.0,1302.0,882.0,378.0,1331.0,928.0,403.0,627.0,126.0,81.0,287.0,2.0,7.0,10.0,15.0,19.0,13.0,17.0,8.0,385.0,0.0,263.0,95.0,358.0,437.0,39.0,476.0,116.0,193.0,63.0,6.0,78.0,8.0,30.0,5.0,6.0,134.0,25.0,79.0,6.0,25.0,16.0,81.0,21.0,23.0,0,0,1,0,4,2,Monday,17,0.9360056258790436,0.200956937799043,0.3027798647633358,0.6972201352366642,0,0,1.1548359451730847,1.43034350130051,1423.571428571429,0.438048721021945,0.6837438851589481,0,0,-0.405371365721779,0,0
2026-04-21,0.9083750894774516,1397.0,1269.0,852.0,388.0,1244.0,858.0,386.0,646.0,134.0,84.0,294.0,2.0,7.0,9.0,16.0,23.0,13.0,16.0,8.0,396.0,0.0,323.0,62.0,385.0,462.0,70.0,532.0,125.0,146.0,77.0,13.0,81.0,8.0,36.0,3.0,7.0,95.0,15.0,82.0,6.0,11.0,0.0,83.0,23.0,27.0,0,0,0,1,4,2,Tuesday,17,0.8904795991410165,0.2074303405572755,0.3102893890675241,0.6897106109324759,0,0,1.117115905260095,1.4078491720438644,1386.857142857143,0.5192058763346273,0.38065888315887414,0,0,-0.42109231252448237,0,0
2026-04-22,1.1017316017316017,1386.0,1527.0,1065.0,434.0,1491.0,1055.0,436.0,571.0,135.0,107.0,310.92,3.0,12.0,15.0,16.0,23.0,14.0,27.0,13.08,442.68,0.0,314.0,82.0,396.0,437.0,13.0,450.0,119.30000000000582,200.0,85.0,11.0,78.10000000000582,7.0,34.2,4.0,6.0,243.69999999999413,15.0,81.0,7.0,18.0,0.0,81.40000000002328,20.0,33.59999999997672,0,0,0,2,4,2,Wednesday,17,1.0757575757575757,0.2364273204903677,0.2924211938296445,0.7075788061703555,0,0,1.0914056076330063,1.394565508192413,1368.2857142857142,0.18891934351647144,1.2411415899866702,0,0,-0.49520763303325555,0,0
