Date,KPI EAU,TCM,E_Appro Facturation,EI_Facturation,EP_Facturation,E. Appro Looker,EI_Looker,EP_Looker,ED_Total,EOR_Total,EP Cantines,EP Sanitaires,EP IFMIA,BD NORD,BD SUD,ZC,U3,Bât X,AEB+AKP,EP Arrosage,Rejet sanitaires,Rejet STEP,EI_TTS CATA_PA,EI_Application PA,EI_Peinture,ED_TTS CATA_PA,ED_Application PA,ED_Peinture,EI_TARs,EI_STEP,EI_AEB,EI_TC,EI _TOUR UE,EI_BD1&2,EI _ST,EI_Bouclier,EI_Incendie,EI Autres Process,ED_PB,ED_AEB,ED_TC,ED_BD,ED_UE,EOR TAR UE,EOR TAR BD,EOR TAR ST,is_arret,is_weekend,is_lundi,jour_semaine,mois,trimestre,nom_jour,semaine_annee,KPI_m3_veh,ratio_EOR_ED,taux_EP,taux_EI,anomalie_kpi,anomalie_recyclage,KPI_MA7,KPI_MA30,conso_MA7,zscore_KPI,zscore_conso,anomalie_zscore,anomalie_IF,anomalie_finale,anomalie_seuil,anomalie_IF_corrige,zscore_KPI_corrige,anomalie_zscore_corrige,anomalie_finale_corrigee
2026-01-06,1.228654124457308,691.0,849.0,458.0,348.0,776.0,441.0,335.0,672.0,88.0,82.0,263.0,3.0,9.0,9.0,15.0,19.0,12.0,18.0,0.0,355.0,0.0,198.0,62.0,260.0,502.0,95.0,597.0,58.0,31.0,72.0,84.0,20.0,33.0,5.0,0.0,0.0,-47.0,12.0,60.0,12.0,60.0,0.0,50.0,33.0,5.0,0,0,0,1,1,1,Tuesday,2,1.228654124457308,0.1309523809523809,0.3945818610129564,0.519434628975265,0,0,,,834.6666666666666,0.007765930733149655,1.1073225239340474,0,0,0,1,0,0.007765930733149655,0,1
2026-01-07,1.0731707317073171,738.0,792.0,456.0,309.0,809.0,481.0,328.0,729.0,38.0,89.0,218.0,2.0,9.0,10.0,15.0,23.0,13.0,19.0,0.0,315.0,0.0,209.0,63.0,272.0,465.0,96.0,561.0,44.0,38.0,72.0,81.0,22.0,18.0,4.0,5.0,21.0,-77.0,11.0,65.0,11.0,55.0,0.0,53.0,-19.0,4.0,0,0,0,2,1,1,Wednesday,2,1.0731707317073171,0.0521262002743484,0.4141414141414141,0.6073232323232324,0,1,,,828.5714285714286,0.22649794061636938,1.2943152060657148,0,0,0,1,1,0.22649794061636938,0,1
2026-01-08,1.0274725274725274,910.0,935.0,605.0,312.0,910.0,599.0,311.0,642.0,90.0,81.0,230.0,1.0,8.0,9.0,14.0,22.0,11.0,17.0,0.0,318.0,0.0,280.0,58.0,338.0,457.0,16.0,473.0,47.0,56.0,72.0,94.0,31.0,11.0,5.0,4.0,0.0,-6.0,15.0,68.0,15.0,60.0,0.0,73.0,12.0,5.0,0,0,0,3,1,1,Thursday,2,1.0274725274725274,0.1401869158878504,0.332620320855615,0.6406417112299465,0,0,1.1097657945457176,,858.7142857142857,0.2907855785662431,0.8251932140511806,0,0,0,0,0,0.2907855785662431,0,0
2026-01-09,1.339622641509434,742.0,994.0,671.0,347.0,934.0,633.0,301.0,575.0,81.0,86.0,259.0,2.0,10.0,10.0,15.0,21.0,10.0,20.0,0.0,353.0,0.0,222.0,83.0,305.0,410.0,2.0,412.0,38.0,80.0,72.0,98.0,29.0,4.0,5.0,0.0,62.0,16.0,12.0,72.0,12.0,56.0,0.0,71.0,5.0,5.0,0,0,0,4,1,1,Friday,2,1.339622641509434,0.1408695652173913,0.3028169014084507,0.6368209255533199,0,0,1.1672300062866467,,888.7142857142857,0.1483431323588849,0.6316393851780512,0,0,0,0,0,0.1483431323588849,0,0
2026-01-10,1.09130060292851,1161.0,1267.0,1008.0,242.0,1325.0,1048.0,277.0,614.0,91.0,68.0,174.0,0.0,7.0,8.0,13.0,19.0,6.0,15.0,0.0,246.0,0.0,299.0,61.0,360.0,425.0,14.0,439.0,47.0,296.0,0.0,96.0,33.0,8.0,6.0,4.0,27.0,178.0,15.0,76.0,15.0,58.0,0.0,77.0,8.0,6.0,0,1,0,5,1,1,Saturday,2,1.09130060292851,0.1482084690553746,0.2186266771902131,0.8271507498026835,0,0,1.1520441256150191,,957.8571428571428,0.20099307414158196,0.2639571450315142,0,0,0,0,0,0.20099307414158196,0,0
2026-01-12,0.9282945736434108,1032.0,958.0,657.0,257.0,958.0,682.0,276.0,591.0,112.0,73.0,182.0,2.0,7.0,8.0,14.0,17.0,12.0,15.0,0.0,262.0,0.0,230.0,58.0,288.0,450.0,45.0,495.0,70.0,105.0,72.0,92.0,29.0,36.0,5.0,0.0,38.0,-8.0,12.0,49.0,12.0,12.0,0.0,70.0,37.0,5.0,0,0,1,0,1,1,Monday,3,0.9282945736434108,0.1895093062605753,0.2881002087682672,0.7118997912317327,0,0,1.1147525336197512,,984.1428571428572,0.43030783102975656,0.7497400265243674,0,0,0,0,0,0.43030783102975656,0,0
2026-01-13,0.8590192644483362,1142.0,981.0,622.0,334.0,959.0,626.0,333.0,717.0,76.0,82.0,249.0,3.0,8.0,9.0,13.0,22.0,13.0,17.0,0.0,340.0,0.0,269.0,55.0,324.0,511.0,94.0,605.0,28.0,63.0,72.0,86.0,36.0,-14.0,6.0,10.0,44.0,-5.0,19.0,51.0,19.0,12.0,0.0,84.0,-14.0,6.0,0,0,0,1,1,1,Tuesday,3,0.8590192644483362,0.105997210599721,0.3394495412844037,0.6381243628950051,0,0,1.053146723618256,1.078219209452406,1003.0,0.5277634328629695,0.6742868389975543,0,0,0,1,0,0.5277634328629695,0,1
2026-01-15,0.8566581849024597,1179.0,1010.0,739.0,239.0,962.0,704.0,258.0,565.0,115.0,68.0,169.0,2.0,7.0,8.0,11.0,15.0,12.0,15.0,0.0,243.0,0.0,252.0,102.0,354.0,411.0,61.0,472.0,56.0,83.0,72.0,99.0,41.0,12.0,3.0,2.0,10.0,63.0,11.0,47.0,11.0,12.0,1.0,99.0,13.0,3.0,0,0,0,3,1,1,Thursday,3,0.8566581849024597,0.2035398230088495,0.2554455445544554,0.697029702970297,0,0,1.0149790534864302,1.050524081383663,1053.7142857142858,0.5310849687867072,0.579150211246355,0,0,0,0,0,0.5310849687867072,0,0
2026-01-16,0.8130921619293713,1161.0,944.0,582.0,314.0,897.0,585.0,312.0,588.0,77.0,83.0,229.0,2.0,8.0,9.0,15.0,22.0,12.0,17.0,0.0,320.0,0.0,283.0,61.0,344.0,440.0,49.0,489.0,38.0,31.0,72.0,95.0,28.0,5.0,5.0,5.0,13.0,-16.0,13.0,50.0,13.0,12.0,0.0,67.0,5.0,5.0,0,0,0,4,1,1,Friday,3,0.8130921619293713,0.1309523809523809,0.3305084745762712,0.6197033898305084,0,0,0.9096729575704176,1.024142756999853,1046.571428571429,0.5923730819348731,0.7956680537146016,0,0,0,0,0,0.5923730819348731,0,0
2026-01-17,0.7400318979266348,1254.0,928.0,602.0,308.0,860.0,571.0,289.0,625.0,72.0,72.0,239.0,-3.0,9.0,9.0,15.0,12.0,9.0,18.0,0.0,314.0,-1.0,314.0,44.0,358.0,453.0,22.0,475.0,35.0,33.0,10.0,79.0,25.0,5.0,5.0,0.0,20.0,67.0,13.0,51.0,13.0,62.0,0.0,61.0,6.0,5.0,0,1,0,5,1,1,Saturday,3,0.7400318979266348,0.1152,0.3114224137931034,0.615301724137931,0,0,0.8394192165700425,0.9957316710925308,998.1428571428572,0.6951533088470373,0.8481572276462978,0,0,0,0,0,0.6951533088470373,0,0
2026-01-19,0.7168,1250.0,896.0,670.0,237.0,947.0,695.0,252.0,702.0,65.0,55.0,181.0,1.0,6.0,7.0,11.0,5.0,13.0,13.0,0.0,241.0,0.0,264.0,112.0,376.0,490.0,78.0,568.0,30.0,82.0,72.0,99.0,24.0,2.0,4.0,8.0,22.0,-19.0,16.0,71.0,16.0,12.0,0.0,59.0,2.0,4.0,0,0,1,0,1,1,Monday,4,0.7168,0.0925925925925925,0.28125,0.7756696428571429,0,1,0.7971203018413604,0.9703742464477554,944.5714285714286,0.7278356399759028,0.95313557550969,0,0,0,1,0,0.7278356399759028,0,1
2026-01-20,0.9681274900398408,1255.0,1215.0,841.0,338.0,1134.0,812.0,322.0,684.0,94.0,105.0,232.0,1.0,8.0,12.0,16.0,34.0,15.0,20.0,0.0,344.0,0.0,319.0,70.0,389.0,462.0,92.0,554.0,51.0,123.0,72.0,95.0,32.0,14.0,5.0,4.0,15.0,92.0,17.0,73.0,17.0,12.0,0.0,75.0,14.0,5.0,0,0,0,1,1,1,Tuesday,4,0.9681274900398408,0.1374269005847953,0.2650205761316872,0.6683127572016461,0,0,0.8189419469596613,0.9701870167470958,978.0,0.3742714035451119,0.09336732975350172,0,0,0,1,0,0.3742714035451119,0,1
2026-01-21,0.8938053097345132,1243.0,1111.0,758.0,334.0,1100.0,764.0,336.0,604.0,89.0,93.0,240.0,1.0,9.0,10.0,18.0,22.0,15.000000000000004,19.0,0.0,340.0,0.0,292.0,62.0,354.0,454.0,40.0,494.0,45.0,134.0,72.0,78.0,32.0,8.0,5.0,4.0,15.0,56.0,14.0,59.0,14.0,12.0,0.0,76.0,8.0,5.0,0,0,0,2,1,1,Wednesday,4,0.8938053097345132,0.1473509933774834,0.3024302430243024,0.6876687668766877,0,0,0.8314191740888033,0.964311500823051,983.5714285714286,0.47882687786015454,0.24781230080252314,0,0,0,0,0,0.47882687786015454,0,0
2026-01-22,1.3304239401496258,802.0,1067.0,704.0,277.0,982.0,705.0,277.0,508.0,82.0,70.0,205.0,2.0,5.0,8.0,13.0,21.0,10.0,13.0,0.0,282.0,0.0,194.0,58.0,252.0,367.0,44.0,411.0,40.0,147.0,72.0,92.0,30.0,6.0,4.0,4.0,18.0,79.0,10.0,54.0,10.0,12.0,0.0,71.0,7.0,4.0,0,0,0,3,1,1,Thursday,4,1.3304239401496258,0.1614173228346456,0.2596063730084348,0.6607310215557638,0,0,0.9103801332966645,0.990462389346378,991.7142857142856,0.1354025192094044,0.39215752911468754,0,0,0,0,0,0.1354025192094044,0,0
2026-01-23,2.203804347826087,368.0,811.0,537.0,266.0,821.0,552.0,269.0,509.0,79.0,79.0,186.0,1.0,7.0,7.0,16.0,24.0,11.0,14.0,0.0,271.0,0.0,189.0,37.0,226.0,359.0,25.0,384.0,39.0,85.0,80.0,16.0,28.0,7.0,4.0,3.0,26.0,62.0,10.0,52.0,10.0,38.0,0.0,68.0,7.0,4.0,0,0,0,4,1,1,Friday,4,2.203804347826087,0.1552062868369351,0.3316892725030826,0.6806411837237978,1,0,1.1421654976127835,1.0713518532450252,972.7142857142856,1.364062690465601,1.2319843120218257,0,0,0,0,0,1.364062690465601,0,0
2026-01-24,0.6473755047106325,743.0,481.0,287.0,162.0,444.0,282.0,162.0,212.0,45.0,36.0,126.0,0.0,2.0,3.0,6.0,18.0,2.0,5.0,0.0,165.0,0.0,55.0,41.0,96.0,156.0,2.0,158.0,20.0,40.0,29.0,7.0,16.0,2.0,2.0,0.0,23.0,72.0,5.0,14.0,5.0,20.0,3.0,40.0,2.0,3.0,0,1,0,5,1,1,Saturday,4,0.6473755047106325,0.2122641509433962,0.3367983367983368,0.5862785862785863,0,0,1.1267227654101164,1.0448533314616255,908.8571428571428,0.8255011148616272,2.3145735243630585,0,0,1,0,0,0.8255011148616272,0,0
2026-01-26,1.2258469259723963,797.0,977.0,724.0,242.0,1015.0,766.0,249.0,488.0,83.0,60.0,180.0,2.0,5.0,7.0,12.0,15.0,9.0,12.0,0.0,246.0,0.0,228.0,30.0,258.0,388.0,124.0,512.0,49.0,192.0,56.0,15.0,24.0,12.0,13.0,3.0,0.0,151.0,8.0,39.0,8.0,39.0,0.0,58.0,12.0,13.0,0,0,1,0,1,1,Monday,5,1.2258469259723963,0.1700819672131147,0.2548618219037871,0.7840327533265097,0,0,1.2115639197388492,1.055500013491671,928.0,0.011715060964268081,0.6874091324804783,0,0,0,0,0,0.011715060964268081,0,0
2026-01-30,0.8711340206185567,388.0,338.0,299.0,116.0,457.0,338.0,119.0,162.0,37.0,33.0,83.0,0.0,1.0,2.0,5.0,17.0,5.0,3.0,0.0,118.0,0.0,33.0,25.0,58.0,123.0,71.0,194.0,22.0,0.0,46.0,0.0,11.0,5.0,6.0,0.0,0.0,173.0,3.0,29.0,3.0,13.0,0.0,26.0,5.0,6.0,0,0,0,4,1,1,Friday,5,0.8711340206185567,0.228395061728395,0.3520710059171598,1.0,0,0,0.9147854837671952,1.0452574583320535,467.7142857142857,0.5107205518228165,2.7836955163775925,1,1,1,0,1,0.5107205518228165,0,1
2026-01-31,0.0,433.0,0.0,653.0,210.0,801.0,604.0,197.0,435.0,74.0,56.0,154.0,0.0,5.0,7.0,11.0,17.0,4.0,12.0,0.0,214.0,0.0,186.0,16.0,202.0,298.0,9.0,307.0,44.0,121.0,50.0,13.0,22.0,10.0,12.0,0.0,0.0,223.0,10.0,26.0,10.0,35.0,0.0,52.0,10.0,12.0,0,1,0,5,1,1,Saturday,5,0.0,0.1701149425287356,,,0,0,0.698993648863651,0.9902439078935245,399.0,1.7362205350521083,3.8925293156846736,0,0,1,0,0,1.7362205350521083,0,0
2026-02-01,4.940133037694014,451.0,2228.0,936.0,95.0,945.0,868.0,77.0,444.0,33.0,24.0,55.0,0.0,2.0,2.0,10.0,4.0,2.0,4.0,0.0,97.0,0.0,332.0,48.0,380.0,274.0,92.0,366.0,37.0,50.0,35.0,4.0,0.0,33.0,4.0,3.0,400.0,27.0,7.0,70.0,1.0,39.0,0.0,0.0,47.0,-14.0,0,1,0,6,2,1,Sunday,5,4.940133037694014,0.0743243243243243,0.0345601436265709,0.3895870736086176,1,1,1.7592784960712415,1.1877383643835489,598.1428571428571,5.213494217846293,3.416588154304013,0,0,1,0,0,5.213494217846293,0,0
2026-02-02,0.8374306106264869,1261.0,1056.0,759.0,65.0,971.0,886.0,85.0,634.0,86.0,81.0,0.0,1.0,7.0,9.0,14.0,20.0,15.0,16.0,0.0,66.0,0.0,308.0,47.0,355.0,461.0,151.0,612.0,37.0,143.0,61.0,15.0,31.0,3.0,3.0,0.0,80.0,68.0,16.0,80.0,2.0,1.0,1.0,77.0,4.0,5.0,0,0,1,0,2,1,Monday,6,0.8374306106264869,0.1356466876971608,0.0804924242424242,0.8390151515151515,0,0,1.6621744172347643,1.1710570427760696,609.4285714285714,0.558134069608201,0.4282438361927286,0,1,1,0,0,0.558134069608201,0,0
2026-02-03,1.2975206611570247,847.0,1099.0,763.0,0.0,741.0,741.0,,616.0,76.0,73.0,0.0,0.0,7.0,7.0,14.0,20.0,11.0,14.0,0.0,0.0,0.0,291.0,57.0,348.0,438.0,151.0,589.0,36.0,118.0,63.0,13.0,30.0,2.0,4.0,3.0,15.0,167.0,15.0,78.0,15.0,70.0,0.0,42.0,2.0,32.0,0,0,0,1,2,1,Tuesday,6,1.2975206611570247,0.1233766233766233,,0.6742493175614195,0,0,1.5892436660192164,1.176805389066113,679.4285714285714,0.08911461528276209,0.28717918125129527,0,0,0,0,0,0.08911461528276209,0,0
2026-02-06,0.4475183075671277,1229.0,550.0,435.0,72.0,111.0,80.0,31.0,551.0,84.0,70.0,0.0,1.0,7.0,8.0,12.0,20.0,8.0,15.0,0.0,73.0,105.0,11.0,8.0,19.0,345.0,119.0,464.0,46.0,32.0,5.0,5.0,26.0,14.0,6.0,0.0,19.0,309.0,10.0,50.0,11.0,44.0,0.0,38.0,20.0,26.0,0,0,0,4,2,1,Friday,6,0.4475183075671277,0.1524500907441016,0.0563636363636363,0.1454545454545454,0,0,1.5045205234089305,1.1445434290884282,780.4285714285714,1.106657614264219,2.088213961782619,0,1,1,0,1,1.106657614264219,0,1
2026-02-07,0.6957186544342507,1308.0,910.0,599.0,0.0,693.0,681.0,12.0,611.0,89.0,84.0,0.0,0.0,8.0,10.0,16.0,21.0,11.0,18.0,0.0,0.0,0.0,309.0,78.0,387.0,460.0,13.0,473.0,45.0,38.0,77.0,6.0,29.0,2.0,14.0,3.0,15.0,28.0,16.0,62.0,1.0,59.0,0.0,71.0,10.0,8.0,0,1,0,5,2,1,Saturday,6,0.6957186544342507,0.1456628477905073,0.0131868131868131,0.7483516483516484,0,0,1.643664254295781,1.1287456256104147,910.4285714285714,0.7574926020802322,0.9072075483194558,0,0,0,0,0,0.7574926020802322,0,0
2026-02-08,2.4827586206896552,435.0,1080.0,881.0,0.0,694.0,681.0,13.0,570.0,64.0,45.0,0.0,30.0,3.0,4.0,11.0,9.0,11.0,7.0,0.0,0.0,0.0,454.0,54.0,508.0,460.0,2.0,462.0,30.0,67.0,108.0,6.0,22.0,1.0,7.0,2.0,29.0,131.0,16.0,68.0,15.0,5.0,4.0,51.0,8.0,5.0,0,1,0,6,2,1,Sunday,6,2.4827586206896552,0.1122807017543859,0.012037037037037,0.6305555555555555,1,0,1.1521893708949094,1.1831806722380445,746.4285714285714,1.7564919248023596,0.3495100752951844,0,0,0,0,0,1.7564919248023596,0,0
2026-02-09,0.7173174872665535,1178.0,845.0,503.0,166.0,755.0,572.0,183.0,653.0,87.0,86.0,104.0,-28.0,8.0,10.0,14.0,20.0,16.0,18.0,0.0,169.0,0.0,420.0,95.0,515.0,494.0,24.0,518.0,68.0,45.0,94.0,11.0,43.0,4.0,21.0,0.0,0.0,-230.0,12.0,70.0,14.0,39.0,0.0,60.0,15.0,12.0,0,0,1,0,2,1,Monday,7,0.7173174872665535,0.1332312404287902,0.2165680473372781,0.676923076923077,0,0,1.1281667462229226,1.165371952444618,716.2857142857143,0.7271076456357983,1.1204448174169714,0,0,0,1,0,0.7271076456357983,0,1
2026-02-10,0.7983402489626557,1205.0,962.0,622.0,331.0,907.0,593.0,314.0,698.0,96.0,57.0,264.0,2.0,8.0,0.0,15.0,12.0,14.0,8.0,0.0,337.0,0.0,212.0,32.0,244.0,562.0,48.0,610.0,31.0,32.0,37.0,7.0,20.0,2.0,9.0,0.0,8.0,263.0,5.0,74.0,3.0,6.0,0.0,48.0,42.0,6.0,0,0,0,1,2,1,Tuesday,7,0.7983402489626557,0.1375358166189111,0.3264033264033264,0.6164241164241164,0,0,1.028330663784049,1.148688693195438,696.7142857142857,0.6131258807757142,0.7366177330414434,0,0,0,1,0,0.6131258807757142,0,1
2026-02-11,1.0960086299892124,927.0,1016.0,663.0,318.0,999.0,678.0,321.0,698.0,107.0,114.0,197.0,1.0,12.0,15.0,16.0,30.0,14.0,27.0,0.0,324.0,0.0,283.0,77.0,360.0,548.0,103.0,651.0,59.0,91.0,71.0,15.0,35.0,4.0,20.0,3.0,42.0,22.0,4.0,24.0,4.0,15.0,0.0,83.0,12.0,12.0,0,0,0,2,2,1,Wednesday,7,1.0960086299892124,0.153295128939828,0.3159448818897638,0.6673228346456693,0,0,1.039610324818243,1.1563120593929743,810.4285714285714,0.19436988305114888,0.559466771021969,0,0,0,1,0,0.19436988305114888,0,1
2026-02-12,0.7701492537313432,1340.0,1032.0,732.0,314.0,693.0,681.0,12.0,653.0,91.0,82.0,221.0,1.0,8.0,7.0,16.0,22.0,14.0,15.0,0.0,320.0,0.0,323.0,68.0,391.0,523.0,49.0,572.0,45.0,123.0,57.0,9.0,29.0,2.0,14.0,0.0,20.0,87.0,5.0,69.0,5.0,10.0,0.0,72.0,10.0,9.0,0,0,0,3,2,1,Thursday,7,0.7701492537313432,0.1393568147013782,0.0116279069767441,0.6598837209302325,0,0,1.001115886091543,1.1522725134512928,913.5714285714286,0.6527846053410333,0.5069775970902728,0,0,0,1,1,0.6527846053410333,0,1
2026-02-15,2.0182232346241458,439.0,886.0,740.0,93.0,807.0,720.0,87.0,484.0,40.0,17.0,66.0,0.0,1.0,1.0,7.0,3.0,3.0,2.0,0.0,95.0,0.0,295.0,25.0,320.0,325.0,54.0,379.0,22.0,120.0,47.0,3.0,13.0,0.0,9.0,0.0,110.0,118.0,0.0,79.0,0.0,5.0,0.0,31.0,4.0,5.0,0,1,0,6,2,1,Sunday,7,2.0182232346241458,0.0826446280991735,0.0981941309255079,0.8126410835214447,1,1,1.0800077709147824,1.223736580177179,876.0,1.1029895998346513,0.9859413092170001,0,0,0,0,0,1.1029895998346513,0,0
2026-02-16,0.7310725552050473,1268.0,927.0,620.0,296.0,963.0,656.0,307.0,718.0,115.0,85.0,202.0,1.0,9.0,9.0,15.0,21.0,13.0,18.0,0.0,304.0,4.0,309.0,60.0,369.0,587.0,31.0,618.0,54.0,71.0,76.0,9.0,33.0,3.0,18.0,10.0,14.0,17.0,6.0,63.0,6.0,25.0,0.0,79.0,25.0,11.0,0,0,1,0,2,1,Monday,8,0.7310725552050473,0.16016713091922,0.3311758360302049,0.7076591154261057,0,0,1.082758784502481,1.2233099448094844,887.7142857142857,0.7077571953847881,0.8514378010170287,0,0,0,1,0,0.7077571953847881,0,1
2026-02-17,0.8643939393939394,1320.0,1141.0,811.0,329.0,1126.0,801.0,325.0,775.0,92.0,95.0,222.0,1.0,9.0,11.0,17.0,24.0,14.0,20.0,0.0,338.0,0.0,305.0,56.0,361.0,534.0,117.0,651.0,65.0,133.0,80.0,10.0,43.0,4.0,18.0,5.0,13.0,144.0,6.0,86.0,5.0,27.0,0.0,73.0,10.0,8.0,0,0,0,1,2,1,Tuesday,8,0.8643939393939394,0.1187096774193548,0.2848378615249781,0.7020157756354075,0,0,1.0959695225887378,1.2069955809269597,913.2857142857144,0.5202024102191486,0.1493950996805929,0,0,0,1,0,0.5202024102191486,0,1
2026-02-18,0.9826546003016592,1326.0,1303.0,669.0,322.0,1279.0,960.0,319.0,635.0,22.0,92.0,219.0,1.0,10.0,10.0,17.0,21.0,14.0,20.0,0.0,328.0,0.0,319.0,73.0,392.0,456.0,62.0,518.0,169.0,144.0,78.0,17.0,142.0,4.0,23.0,5.0,12.0,-148.0,5.0,88.0,6.0,18.0,0.0,0.0,10.0,12.0,0,0,0,2,2,1,Wednesday,8,0.9826546003016592,0.0346456692913385,0.2448196469685341,0.7367613200306984,0,1,1.0732987166512271,1.219079880940671,954.2857142857144,0.3538348542187667,0.38205778637783044,0,0,0,1,0,0.3538348542187667,0,1
2026-02-19,1.0178988326848248,1285.0,1308.0,1275.0,290.0,1289.0,992.0,297.0,623.0,39.0,87.0,194.0,1.0,7.0,16.0,12.0,20.0,9.0,23.0,0.0,299.0,0.0,293.0,61.0,354.0,413.0,64.0,477.0,138.0,173.0,114.0,12.0,114.0,4.0,20.0,3.0,117.0,364.0,23.0,87.0,6.0,30.0,0.0,22.0,10.0,7.0,0,0,0,3,2,1,Thursday,8,1.0178988326848248,0.0626003210272873,0.2270642201834862,0.7584097859327217,0,1,1.1228486324419236,1.2213422146972617,993.7142857142856,0.30425372758129476,0.3984606532314855,0,0,0,1,0,0.30425372758129476,0,1
2026-02-20,1.1012298959318827,1057.0,1164.0,831.0,325.0,1131.0,810.0,321.0,663.0,106.0,95.0,215.0,2.0,6.0,1.0,14.0,58.0,9.0,7.0,0.0,334.0,6.0,292.0,61.0,353.0,474.0,32.0,506.0,57.0,144.0,87.0,10.0,35.0,4.0,18.0,2.0,14.0,164.0,23.0,88.0,5.0,41.0,0.0,85.0,10.0,11.0,0,0,0,4,2,1,Friday,8,1.1012298959318827,0.1598793363499245,0.2757731958762887,0.6958762886597938,0,0,1.11924550969025,1.23077060497896,1048.142857142857,0.18702467419266047,0.07394191215377971,0,0,0,1,0,0.18702467419266047,0,1
2026-02-21,0.977635782747604,1252.0,1224.0,822.0,350.0,1200.0,848.0,352.0,674.0,125.0,39.0,302.0,0.0,8.0,10.0,13.0,-19.0,9.0,18.0,0.0,357.0,12.0,270.0,77.0,347.0,486.0,21.0,507.0,62.0,167.0,84.0,12.0,39.0,5.0,18.0,7.0,13.0,130.0,24.0,86.0,6.0,51.0,0.0,96.0,14.0,15.0,0,1,0,5,2,1,Saturday,8,0.977635782747604,0.1854599406528189,0.2875816993464052,0.6928104575163399,0,0,1.0990155486984434,1.2147347796425043,1136.142857142857,0.36089526132347177,0.1228924900900808,0,0,0,0,0,0.36089526132347177,0,0
2026-02-22,1.6538461538461535,832.0,1376.0,1080.0,255.0,1317.0,1064.0,253.0,749.0,102.0,69.0,177.0,0.0,8.0,8.0,12.0,18.0,7.0,16.0,0.0,260.0,0.0,420.0,59.0,479.0,545.0,70.0,615.0,52.0,197.0,119.0,20.0,36.0,4.0,12.0,9.0,26.0,178.0,19.0,76.0,4.0,35.0,0.0,86.0,11.0,5.0,0,1,0,6,2,1,Sunday,8,1.6538461538461535,0.1361815754339118,0.1838662790697674,0.7732558139534884,1,0,1.0469616800158732,1.1897366799161435,1206.142857142857,0.5903886729812894,0.6215396424411941,0,0,0,0,0,0.5903886729812894,0,0
2026-02-23,0.9455611390284756,1194.0,1129.0,779.0,320.0,1101.0,781.0,320.0,588.0,127.0,66.0,244.0,1.0,6.0,8.0,12.0,17.0,9.0,14.0,0.0,326.0,0.0,275.0,63.0,338.0,428.0,35.0,463.0,68.0,141.0,61.0,10.0,39.0,6.0,23.0,5.0,14.0,142.0,22.0,69.0,6.0,28.0,0.0,93.0,14.0,19.0,0,0,1,0,2,1,Monday,9,0.9455611390284756,0.2159863945578231,0.283436669619132,0.691762621789194,0,0,1.0776029062763628,1.2032905723851368,1235.0,0.4060174519503132,0.18876198012936501,0,0,0,0,0,0.4060174519503132,0,0
2026-02-24,0.8606811145510835,1292.0,1112.0,715.0,319.0,1039.0,719.0,320.0,632.0,130.0,79.0,223.0,0.0,8.0,9.0,17.0,19.0,9.0,17.0,0.0,328.0,0.0,283.0,70.0,353.0,425.0,85.0,510.0,69.0,105.0,70.0,12.0,37.0,7.0,25.0,4.0,15.0,87.0,25.0,69.0,6.0,22.0,0.0,91.0,16.0,22.0,0,0,0,1,2,1,Tuesday,9,0.8606811145510835,0.2056962025316455,0.2877697841726618,0.6465827338129496,0,0,1.0770725027273835,1.1883945090010477,1230.857142857143,0.5254255638039694,0.24453172743179216,0,0,0,0,0,0.5254255638039694,0,0
2026-02-25,0.9345650500384912,1299.0,1214.0,869.0,325.0,1206.0,878.0,328.0,622.0,118.0,76.0,235.0,0.0,7.0,9.0,15.0,20.0,9.0,16.0,0.0,335.0,0.0,298.0,46.0,344.0,445.0,58.0,503.0,68.0,104.0,62.0,12.0,38.0,5.0,25.0,10.0,15.0,254.0,22.0,70.0,6.0,21.0,0.0,90.0,13.0,15.0,0,0,0,2,2,1,Wednesday,9,0.9345650500384912,0.1897106109324758,0.2701812191103789,0.7232289950576606,0,0,1.0702025669755024,1.1757300796126169,1218.142857142857,0.4214866065853774,0.09008675638277072,0,0,0,1,0,0.4214866065853774,0,1
2026-02-26,0.8933021806853583,1284.0,1147.0,833.0,337.0,1150.0,817.0,333.0,609.0,161.0,82.0,235.0,0.0,7.0,9.0,18.0,23.0,9.0,16.0,0.0,347.0,0.0,294.0,60.0,354.0,446.0,33.0,479.0,135.0,148.0,65.0,18.0,39.0,4.0,92.0,3.0,18.0,92.0,27.0,72.0,6.0,25.0,0.0,94.0,13.0,53.0,0,0,0,3,2,1,Thursday,9,0.8933021806853583,0.264367816091954,0.2903225806451613,0.7122929380993898,0,0,1.052403045261293,1.1639622504906475,1195.142857142857,0.4795346732472108,0.12971165945620686,0,0,0,0,0,0.4795346732472108,0,0
2026-02-27,0.9352396972245584,1189.0,1112.0,724.0,312.0,1033.0,722.0,311.0,643.0,124.0,74.0,225.0,0.0,7.0,9.0,14.0,20.0,8.0,16.0,0.0,321.0,0.0,299.0,75.0,374.0,476.0,52.0,528.0,68.0,116.0,64.0,6.0,38.0,5.0,25.0,3.0,9.0,84.0,19.0,71.0,5.0,20.0,0.0,93.0,13.0,17.0,0,0,0,4,2,1,Friday,9,0.9352396972245584,0.1928460342146189,0.2796762589928057,0.6492805755395683,0,0,1.028690159731675,1.154813348360004,1187.7142857142858,0.4205375217193956,0.24453172743179216,0,0,0,0,0,0.4205375217193956,0,0
